utterance,paraphrase,list_of_slots,intent
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell me when it's going to storm in Estes Park, Utah","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell Me When It's Going to Storm in Estes Park, Utah","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell me when it will storm in Estes Park, Utah","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell me when it's storming in Estes Park, Utah","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell me when it's going to storm Estes Park, Utah","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell me when it's going to be storming in Estes Park, Utah","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell Me When It's Going to Storm at Estes Park, Utah","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell Me When It's Going to Storm Estes Park, Utah","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell me when it's going to storm in Estes Park, Utah.","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell me when it will storm Estes Park, Utah","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
how is the  overcast  condition to start  in one minute  in  Lower Marlboro  in  Montserrat,"How to begin cloudy conditions in a minute in Lower Marlboro, Montserrat?","['overcast || condition_description', 'in one minute || timeRange', 'Lower Marlboro || city', 'Montserrat || country']",GetWeather
how is the  overcast  condition to start  in one minute  in  Lower Marlboro  in  Montserrat,How to start the cloudy conditions in a minute in Lower Marlboro in Montserrat?,"['overcast || condition_description', 'in one minute || timeRange', 'Lower Marlboro || city', 'Montserrat || country']",GetWeather
how is the  overcast  condition to start  in one minute  in  Lower Marlboro  in  Montserrat,How to start the cloudy state in a minute in Lower Marlboro in Montserrat?,"['overcast || condition_description', 'in one minute || timeRange', 'Lower Marlboro || city', 'Montserrat || country']",GetWeather
how is the  overcast  condition to start  in one minute  in  Lower Marlboro  in  Montserrat,"How to get cloudy in a minute in Lower Marlboro, Montserrat?","['overcast || condition_description', 'in one minute || timeRange', 'Lower Marlboro || city', 'Montserrat || country']",GetWeather
how is the  overcast  condition to start  in one minute  in  Lower Marlboro  in  Montserrat,How to begin cloudy conditions in a minute in Lower Marlboro in Montserrat?,"['overcast || condition_description', 'in one minute || timeRange', 'Lower Marlboro || city', 'Montserrat || country']",GetWeather
how is the  overcast  condition to start  in one minute  in  Lower Marlboro  in  Montserrat,How to begin the cloudy state in a minute in Lower Marlboro in Montserrat?,"['overcast || condition_description', 'in one minute || timeRange', 'Lower Marlboro || city', 'Montserrat || country']",GetWeather
how is the  overcast  condition to start  in one minute  in  Lower Marlboro  in  Montserrat,"How to start the cloudy conditions in a minute in Lower Marlboro, Montserrat?","['overcast || condition_description', 'in one minute || timeRange', 'Lower Marlboro || city', 'Montserrat || country']",GetWeather
how is the  overcast  condition to start  in one minute  in  Lower Marlboro  in  Montserrat,"How to begin the cloudy state in a minute in Lower Marlboro, Montserrat?","['overcast || condition_description', 'in one minute || timeRange', 'Lower Marlboro || city', 'Montserrat || country']",GetWeather
how is the  overcast  condition to start  in one minute  in  Lower Marlboro  in  Montserrat,How to get cloudy in a minute in Lower Marlboro in Montserrat?,"['overcast || condition_description', 'in one minute || timeRange', 'Lower Marlboro || city', 'Montserrat || country']",GetWeather
how is the  overcast  condition to start  in one minute  in  Lower Marlboro  in  Montserrat,"How to start the cloudy state in a minute in Lower Marlboro, Montserrat?","['overcast || condition_description', 'in one minute || timeRange', 'Lower Marlboro || city', 'Montserrat || country']",GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Give me the weather forecast for Svalbard and Jan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Give me the weather forecast for Spitsbergen and Jan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Please give me the weather forecast for Svalbard and Jan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Provide me the weather forecast for Svalbard and Jan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Give me the forecast for Svalbard and Jan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Give me the weather forecast for Svalbard and Jan Mayen.,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Provide me with the weather forecast for Svalbard and Jan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Give me your weather forecast for Svalbard and Jan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Please give me the weather forecast for Spitsbergen and Jan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Give me the Weather Forecast for Svalbard and Jan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
What is the weather forecast for  Midnight  in  DC ?,What's the weather forecast for midnight in DC?,"['Midnight || timeRange', 'DC || state']",GetWeather
What is the weather forecast for  Midnight  in  DC ?,What is the weather forecast for midnight in DC?,"['Midnight || timeRange', 'DC || state']",GetWeather
What is the weather forecast for  Midnight  in  DC ?,What's the weather forecast for midnight in D.C.?,"['Midnight || timeRange', 'DC || state']",GetWeather
What is the weather forecast for  Midnight  in  DC ?,What's the forecast for midnight in DC?,"['Midnight || timeRange', 'DC || state']",GetWeather
What is the weather forecast for  Midnight  in  DC ?,What is the weather forecast for midnight in D.C.?,"['Midnight || timeRange', 'DC || state']",GetWeather
What is the weather forecast for  Midnight  in  DC ?,What's the Midnight Weather Forecast in DC?,"['Midnight || timeRange', 'DC || state']",GetWeather
What is the weather forecast for  Midnight  in  DC ?,What's the midnight weather forecast in DC?,"['Midnight || timeRange', 'DC || state']",GetWeather
What is the weather forecast for  Midnight  in  DC ?,What's the weather forecast for Midnight in DC?,"['Midnight || timeRange', 'DC || state']",GetWeather
What is the weather forecast for  Midnight  in  DC ?,What's the weather forecast for D.C. at midnight?,"['Midnight || timeRange', 'DC || state']",GetWeather
What is the weather forecast for  Midnight  in  DC ?,What's the weather forecast for DC at midnight?,"['Midnight || timeRange', 'DC || state']",GetWeather
weather  close-by   Lone Elk County Park  at  4 am,Weather near Lone Elk County Park at 4 a.m.,"['close-by || spatial_relation', 'Lone Elk County Park || geographic_poi', '4 am || timeRange']",GetWeather
weather  close-by   Lone Elk County Park  at  4 am,Weather near the Lone Elk County Park at 4 a.m.,"['close-by || spatial_relation', 'Lone Elk County Park || geographic_poi', '4 am || timeRange']",GetWeather
weather  close-by   Lone Elk County Park  at  4 am,Weather near Lone Elk County Park around 4 a.m.,"['close-by || spatial_relation', 'Lone Elk County Park || geographic_poi', '4 am || timeRange']",GetWeather
weather  close-by   Lone Elk County Park  at  4 am,Weather near the Lone Elk County park at 4 a.m.,"['close-by || spatial_relation', 'Lone Elk County Park || geographic_poi', '4 am || timeRange']",GetWeather
weather  close-by   Lone Elk County Park  at  4 am,Weather near the Lone Elk County Park around 4 a.m.,"['close-by || spatial_relation', 'Lone Elk County Park || geographic_poi', '4 am || timeRange']",GetWeather
weather  close-by   Lone Elk County Park  at  4 am,Weather conditions near Lone Elk County Park at 4 a.m.,"['close-by || spatial_relation', 'Lone Elk County Park || geographic_poi', '4 am || timeRange']",GetWeather
weather  close-by   Lone Elk County Park  at  4 am,Weather near Lone Elk County park at 4 a.m.,"['close-by || spatial_relation', 'Lone Elk County Park || geographic_poi', '4 am || timeRange']",GetWeather
weather  close-by   Lone Elk County Park  at  4 am,Weather near Lone Elk County Park about 4 a.m.,"['close-by || spatial_relation', 'Lone Elk County Park || geographic_poi', '4 am || timeRange']",GetWeather
weather  close-by   Lone Elk County Park  at  4 am,Weather near the Lone Elk County park around 4 a.m.,"['close-by || spatial_relation', 'Lone Elk County Park || geographic_poi', '4 am || timeRange']",GetWeather
weather  close-by   Lone Elk County Park  at  4 am,Weather near the Lone Elk County Park about 4 a.m.,"['close-by || spatial_relation', 'Lone Elk County Park || geographic_poi', '4 am || timeRange']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,What is the sunny state of the Dundas Valley Conservation Area?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,What does the sunny state of the Dundas Valley Conservation Area look like?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,What's the sunny state of the Dundas Valley Conservation Area?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,What is the sunny state of Dundas Valley Conservation Area?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,What about the sunny state of the Dundas Valley Conservation Area?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,What does the sunny state of Dundas Valley Conservation Area look like?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,How does the sunny state of the Dundas Valley Conservation Area look like?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,What is the sunny state of the Dundas Valley Conservation Area like?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,What does the sunny condition of the Dundas Valley Conservation Area look like?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,What is the sunny status of the Dundas Valley Conservation Area?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Will it not freeze far from the Currant Mountain Wilderness?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Will it not freeze far from Currant Mountain Wilderness?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Will it not freeze far away from the Currant Mountain Wilderness?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Will it not be freezing far from the Currant Mountain Wilderness?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Won't it freeze far from the Currant Mountain Wilderness?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Won't it freeze far from Currant Mountain Wilderness?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Will it not be freezing far from Currant Mountain Wilderness?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Will it not freeze far away from Currant Mountain Wilderness?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Is it not going to freeze far from the Currant Mountain Wilderness?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Isn't it going to be freezing far from the Currant Mountain Wilderness?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
What is the weather forecast for  Manassa ?,What is the weather forecast for Manassa?,['Manassa || city'],GetWeather
What is the weather forecast for  Manassa ?,What's the weather forecast for Manassa?,['Manassa || city'],GetWeather
What is the weather forecast for  Manassa ?,How is the weather forecast for Manassa?,['Manassa || city'],GetWeather
What is the weather forecast for  Manassa ?,What's the weather forecast for Manassas?,['Manassa || city'],GetWeather
What is the weather forecast for  Manassa ?,What is the weather forecast for Manassas?,['Manassa || city'],GetWeather
What is the weather forecast for  Manassa ?,What is the forecast for Manassa?,['Manassa || city'],GetWeather
What is the weather forecast for  Manassa ?,How's the weather forecast for Manassa?,['Manassa || city'],GetWeather
What is the weather forecast for  Manassa ?,How does the weather forecast for Manassa look like?,['Manassa || city'],GetWeather
What is the weather forecast for  Manassa ?,What's the forecast for Manassa?,['Manassa || city'],GetWeather
What is the weather forecast for  Manassa ?,What does the weather forecast for Manassa look like?,['Manassa || city'],GetWeather
what is the forecast for  Douglas State Forest  for  snowy  weather,What is the forecast for the Douglas State Forest for snowy weather?,"['Douglas State Forest || geographic_poi', 'snowy || condition_description']",GetWeather
what is the forecast for  Douglas State Forest  for  snowy  weather,What's the forecast for the Douglas State Forest for snowy weather?,"['Douglas State Forest || geographic_poi', 'snowy || condition_description']",GetWeather
what is the forecast for  Douglas State Forest  for  snowy  weather,What is the forecast for snowy weather in Douglas State Forest?,"['Douglas State Forest || geographic_poi', 'snowy || condition_description']",GetWeather
what is the forecast for  Douglas State Forest  for  snowy  weather,What's the forecast for snowy weather in Douglas State Forest?,"['Douglas State Forest || geographic_poi', 'snowy || condition_description']",GetWeather
what is the forecast for  Douglas State Forest  for  snowy  weather,What is the forecast for snowy weather for Douglas State Forest?,"['Douglas State Forest || geographic_poi', 'snowy || condition_description']",GetWeather
what is the forecast for  Douglas State Forest  for  snowy  weather,What's the forecast for snowy weather for Douglas State Forest?,"['Douglas State Forest || geographic_poi', 'snowy || condition_description']",GetWeather
what is the forecast for  Douglas State Forest  for  snowy  weather,What is the forecast for snowy weather for the Douglas State Forest?,"['Douglas State Forest || geographic_poi', 'snowy || condition_description']",GetWeather
what is the forecast for  Douglas State Forest  for  snowy  weather,What is the forecast for snowy weather in the Douglas State Forest?,"['Douglas State Forest || geographic_poi', 'snowy || condition_description']",GetWeather
what is the forecast for  Douglas State Forest  for  snowy  weather,What's the forecast for snowy weather in the Douglas State Forest?,"['Douglas State Forest || geographic_poi', 'snowy || condition_description']",GetWeather
what is the forecast for  Douglas State Forest  for  snowy  weather,What's the forecast for snowy weather for the Douglas State Forest?,"['Douglas State Forest || geographic_poi', 'snowy || condition_description']",GetWeather
What is the weather forecast for  Koszta,What is the weather forecast for Koszta?,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,How is the weather forecast for Koszta?,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,What is the forecast for Koszta?,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,What's the weather forecast for Koszta?,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,How does the weather forecast for Koszta look like?,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,What does the weather forecast for Koszta look like?,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,What does the weather forecast look like for Koszta?,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,What are the weather forecasts for Koszta?,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,What will the weather forecast look like for Koszta?,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,What is the weather forecast in Koszta?,['Koszta || city'],GetWeather
What is the weather like in  Wakarusa,What is the weather like in Wakarusa,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,How is the weather in Wakarusa,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,How is the weather in Wakarusa?,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,What is the weather like in Wakarusa?,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,What's the weather like in Wakarusa,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,s the weather in Wakarusa,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,What is the weather in Wakarusa,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,What is the weather in Wakarusa?,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,What's the weather like in Wakarusa?,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,s the weather like in Wakarusa,['Wakarusa || city'],GetWeather
will it be  cloudy   241 days from now  in  South Korea,Will it be cloudy in South Korea in 241 days?,"['cloudy || condition_description', '241 days from now || timeRange', 'South Korea || country']",GetWeather
will it be  cloudy   241 days from now  in  South Korea,Will it be overcast in South Korea in 241 days?,"['cloudy || condition_description', '241 days from now || timeRange', 'South Korea || country']",GetWeather
will it be  cloudy   241 days from now  in  South Korea,Will it be cloudy in South Korea this week?,"['cloudy || condition_description', '241 days from now || timeRange', 'South Korea || country']",GetWeather
will it be  cloudy   241 days from now  in  South Korea,Will it be cloudy in South Korea in 241 days' time?,"['cloudy || condition_description', '241 days from now || timeRange', 'South Korea || country']",GetWeather
will it be  cloudy   241 days from now  in  South Korea,"Will it be cloudy in South Korea in 241 days ""time?","['cloudy || condition_description', '241 days from now || timeRange', 'South Korea || country']",GetWeather
will it be  cloudy   241 days from now  in  South Korea,Will it be cloudy in South Korea?,"['cloudy || condition_description', '241 days from now || timeRange', 'South Korea || country']",GetWeather
will it be  cloudy   241 days from now  in  South Korea,Will South Korea be cloudy in 241 days?,"['cloudy || condition_description', '241 days from now || timeRange', 'South Korea || country']",GetWeather
will it be  cloudy   241 days from now  in  South Korea,Will it be cloudy in South Korea in the next 24 hours?,"['cloudy || condition_description', '241 days from now || timeRange', 'South Korea || country']",GetWeather
will it be  cloudy   241 days from now  in  South Korea,Is it going to be cloudy in South Korea in 241 days?,"['cloudy || condition_description', '241 days from now || timeRange', 'South Korea || country']",GetWeather
will it be  cloudy   241 days from now  in  South Korea,Will it be cloudy in South Korea in the next few days?,"['cloudy || condition_description', '241 days from now || timeRange', 'South Korea || country']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,Will it be hot in the current place in two hundred and fourteen days?,"['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,Will it be hot at the current location in two hundred and fourteen days?,"['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,Will it be hot in the current location in two hundred and fourteen days?,"['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,"Will it be hot in the current place in two hundred and fourteen days ""time?","['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,Will it be hot in the current place in two hundred and fourteen days' time?,"['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,Will it be hot in the current place two hundred and fourteen days from now?,"['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,"Will it be hot at the current location in two hundred and fourteen days ""time?","['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,Will it be hot in the current place in two hundred and fourteen days time?,"['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,"Will it be hot in the current location in two hundred and fourteen days ""time?","['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,Will it be hot in the current place in two hundred and fifteen days?,"['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
"Starting  in one minute , please give me a hourly update as to whether it is  foggy  in  Hallsville ,  Wallis and Futuna","From one minute onwards, please let me know if it is foggy in Hallsville, Wallis and Futuna.","['in one minute || timeRange', 'foggy || condition_description', 'Hallsville || city', 'Wallis and Futuna || country']",GetWeather
"Starting  in one minute , please give me a hourly update as to whether it is  foggy  in  Hallsville ,  Wallis and Futuna","Please let me know every hour from one minute if it is foggy in Hallsville, Wallis and Futuna.","['in one minute || timeRange', 'foggy || condition_description', 'Hallsville || city', 'Wallis and Futuna || country']",GetWeather
"Starting  in one minute , please give me a hourly update as to whether it is  foggy  in  Hallsville ,  Wallis and Futuna","Please let me know every hour from one minute onwards if it is foggy in Hallsville, Wallis and Futuna.","['in one minute || timeRange', 'foggy || condition_description', 'Hallsville || city', 'Wallis and Futuna || country']",GetWeather
"Starting  in one minute , please give me a hourly update as to whether it is  foggy  in  Hallsville ,  Wallis and Futuna","Please let me know if it is foggy in Hallsville, Wallis and Futuna every hour from one minute onwards.","['in one minute || timeRange', 'foggy || condition_description', 'Hallsville || city', 'Wallis and Futuna || country']",GetWeather
"Starting  in one minute , please give me a hourly update as to whether it is  foggy  in  Hallsville ,  Wallis and Futuna","Please inform me hourly from one minute if it is foggy in Hallsville, Wallis and Futuna.","['in one minute || timeRange', 'foggy || condition_description', 'Hallsville || city', 'Wallis and Futuna || country']",GetWeather
"Starting  in one minute , please give me a hourly update as to whether it is  foggy  in  Hallsville ,  Wallis and Futuna","Please inform me every hour from one minute if it is foggy in Hallsville, Wallis and Futuna.","['in one minute || timeRange', 'foggy || condition_description', 'Hallsville || city', 'Wallis and Futuna || country']",GetWeather
"Starting  in one minute , please give me a hourly update as to whether it is  foggy  in  Hallsville ,  Wallis and Futuna","Please let me know by the hour if it is foggy in Hallsville, Wallis and Futuna.","['in one minute || timeRange', 'foggy || condition_description', 'Hallsville || city', 'Wallis and Futuna || country']",GetWeather
"Starting  in one minute , please give me a hourly update as to whether it is  foggy  in  Hallsville ,  Wallis and Futuna","Please let me know if it is foggy in Hallsville, Wallis and Futuna every hour from one minute.","['in one minute || timeRange', 'foggy || condition_description', 'Hallsville || city', 'Wallis and Futuna || country']",GetWeather
"Starting  in one minute , please give me a hourly update as to whether it is  foggy  in  Hallsville ,  Wallis and Futuna","Please let me know from one minute onwards if it is foggy in Hallsville, Wallis and Futuna.","['in one minute || timeRange', 'foggy || condition_description', 'Hallsville || city', 'Wallis and Futuna || country']",GetWeather
"Starting  in one minute , please give me a hourly update as to whether it is  foggy  in  Hallsville ,  Wallis and Futuna","Please let me know on an hourly basis if it is foggy in Hallsville, Wallis and Futuna.","['in one minute || timeRange', 'foggy || condition_description', 'Hallsville || city', 'Wallis and Futuna || country']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell me when the sunset is in New Jersey,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell Me When the Sunset Is in New Jersey,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell Me When The Sunset Is In New Jersey,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell Me When The Sunset Is in New Jersey,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell Me When the Sunset Is In New Jersey,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell me when the sunset is in New Jersey.,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell me when it's sunset in New Jersey,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell Me When the Sunset is in New Jersey,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell me when the sun goes down in New Jersey,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell me when the sunset in New Jersey is,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
What is the weather forecast for  Laos,What is the weather forecast for Laos?,['Laos || country'],GetWeather
What is the weather forecast for  Laos,How is the weather forecast for Laos?,['Laos || country'],GetWeather
What is the weather forecast for  Laos,What's the weather forecast for Laos?,['Laos || country'],GetWeather
What is the weather forecast for  Laos,How does the weather forecast for Laos look like?,['Laos || country'],GetWeather
What is the weather forecast for  Laos,What is the forecast for Laos?,['Laos || country'],GetWeather
What is the weather forecast for  Laos,What does the weather forecast for Laos look like?,['Laos || country'],GetWeather
What is the weather forecast for  Laos,What is the weather forecast in Laos?,['Laos || country'],GetWeather
What is the weather forecast for  Laos,What does the weather forecast look like for Laos?,['Laos || country'],GetWeather
What is the weather forecast for  Laos,How does the weather forecast look for Laos?,['Laos || country'],GetWeather
What is the weather forecast for  Laos,What are the weather forecasts for Laos?,['Laos || country'],GetWeather
What's the weather in  Almota ?,What is the weather like in Almota?,['Almota || city'],GetWeather
What's the weather in  Almota ?,How is the weather in Almota?,['Almota || city'],GetWeather
What's the weather in  Almota ?,What's the weather like in Almota?,['Almota || city'],GetWeather
What's the weather in  Almota ?,What is the weather in Almota?,['Almota || city'],GetWeather
What's the weather in  Almota ?,How's the weather in Almota?,['Almota || city'],GetWeather
What's the weather in  Almota ?,What is the weather in Almota like?,['Almota || city'],GetWeather
What's the weather in  Almota ?,s the weather in Almota?,['Almota || city'],GetWeather
What's the weather in  Almota ?,s the weather like in Almota?,['Almota || city'],GetWeather
What's the weather in  Almota ?,What about the weather in Almota?,['Almota || city'],GetWeather
What's the weather in  Almota ?,How is the weather like in Almota?,['Almota || city'],GetWeather
Will there be  wind  in the  District Of Columbia ?,Will there be wind in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Will there be winds in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Will there be any wind in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Is there going to be wind in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Will there be some wind in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Will there be a wind in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Will There Be Wind in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Will there be wind up in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Will there be any winds in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
